2021-06-05 14:59:48.190 - Thread:  20 ->  Log Started
2021-06-05 14:59:48.191 - Thread:  20 ->  Timezone (local - UTC): 1h
2021-06-05 14:59:48.191 - Thread:  20 ->  App Version: 01_198_033
2021-06-05 14:59:48.208 - Thread:  20 ->  Is official: True [NO][IS][NAMP]
2021-06-05 14:59:48.235 - Thread:  20 ->  Branch / Sandbox: DedicatedServer
2021-06-05 14:59:48.235 - Thread:  20 ->  Environment.ProcessorCount: 16
2021-06-05 14:59:48.263 - Thread:  20 ->  Environment.OSVersion: Microsoft Windows 10 Home (Microsoft Windows NT 6.2.9200.0)
2021-06-05 14:59:48.263 - Thread:  20 ->  Environment.CommandLine: "G:\SteamLibrary\steamapps\common\SpaceEngineersDedicatedServer\DedicatedServer64\SpaceEngineersDedicated.exe"
2021-06-05 14:59:48.272 - Thread:  20 ->  Environment.Is64BitProcess: True
2021-06-05 14:59:48.277 - Thread:  20 ->  Environment.Is64BitOperatingSystem: True
2021-06-05 14:59:48.281 - Thread:  20 ->  Environment.Version: .NET Framework 4.8.4341.0
2021-06-05 14:59:48.284 - Thread:  20 ->  Environment.CurrentDirectory: C:\WINDOWS\system32
2021-06-05 14:59:48.287 - Thread:  20 ->  CPU Info: AMD Ryzen 7 3800X 8-Core Processor             
2021-06-05 14:59:48.291 - Thread:  20 ->  IntPtr.Size: 8
2021-06-05 14:59:48.291 - Thread:  20 ->  Default Culture: 
2021-06-05 14:59:48.291 - Thread:  20 ->  Default UI Culture: 
2021-06-05 14:59:48.389 - Thread:  20 ->  MyScreenManager()
2021-06-05 14:59:48.446 - Thread:  20 ->  MySandboxGame.Constructor() - START
2021-06-05 14:59:48.448 - Thread:  20 ->     Game dir: G:\SteamLibrary\steamapps\common\SpaceEngineersDedicatedServer\DedicatedServer64
2021-06-05 14:59:48.448 - Thread:  20 ->     Content dir: G:\SteamLibrary\steamapps\common\SpaceEngineersDedicatedServer\Content
2021-06-05 14:59:49.385 - Thread:  20 ->     Preallocate - START
2021-06-05 14:59:49.388 - Thread:  20 ->        MySpaceWorldGenerator - START
2021-06-05 14:59:49.395 - Thread:  20 ->        MySpaceWorldGenerator - END
2021-06-05 14:59:49.395 - Thread:  20 ->        MySpaceBuildComponent - START
2021-06-05 14:59:49.395 - Thread:  20 ->        MySpaceBuildComponent - END
2021-06-05 14:59:49.396 - Thread:  20 ->        MyEntities - START
2021-06-05 14:59:49.415 - Thread:  20 ->        MyEntities - END
2021-06-05 14:59:49.415 - Thread:  20 ->        MyObjectBuilder_Base - START
2021-06-05 14:59:49.415 - Thread:  20 ->        MyObjectBuilder_Base - END
2021-06-05 14:59:49.415 - Thread:  20 ->        MyTransparentGeometry - START
2021-06-05 14:59:49.415 - Thread:  20 ->        MyTransparentGeometry - END
2021-06-05 14:59:49.415 - Thread:  20 ->        MyCubeGridDeformationTables - START
2021-06-05 14:59:49.425 - Thread:  20 ->        MyCubeGridDeformationTables - END
2021-06-05 14:59:49.425 - Thread:  20 ->        MyMath - START
2021-06-05 14:59:49.425 - Thread:  20 ->        MyMath - END
2021-06-05 14:59:49.425 - Thread:  20 ->        MySimpleObjectDraw - START
2021-06-05 14:59:49.425 - Thread:  20 ->        MySimpleObjectDraw - END
2021-06-05 14:59:49.441 - Thread:  20 ->        MyEntityComponentsDebugDraw - START
2021-06-05 14:59:49.441 - Thread:  20 ->        MyEntityComponentsDebugDraw - END
2021-06-05 14:59:49.441 - Thread:  20 ->        MyGuiIngameScriptsPage - START
2021-06-05 14:59:49.487 - Thread:  20 ->        MyGuiIngameScriptsPage - END
2021-06-05 14:59:49.487 - Thread:  20 ->        MyGuiScreenAdminMenu - START
2021-06-05 14:59:49.488 - Thread:  20 ->        MyGuiScreenAdminMenu - END
2021-06-05 14:59:49.488 - Thread:  20 ->        MySyncDestructions - START
2021-06-05 14:59:49.488 - Thread:  20 ->        MySyncDestructions - END
2021-06-05 14:59:49.488 - Thread:  20 ->        MySyncEntity - START
2021-06-05 14:59:49.488 - Thread:  20 ->        MySyncEntity - END
2021-06-05 14:59:49.488 - Thread:  20 ->        MyCommandCharacter - START
2021-06-05 14:59:49.490 - Thread:  20 ->        MyCommandCharacter - END
2021-06-05 14:59:49.490 - Thread:  20 ->        MyCommandConsole - START
2021-06-05 14:59:49.490 - Thread:  20 ->        MyCommandConsole - END
2021-06-05 14:59:49.490 - Thread:  20 ->        MyCommandEntity - START
2021-06-05 14:59:49.491 - Thread:  20 ->        MyCommandEntity - END
2021-06-05 14:59:49.491 - Thread:  20 ->        MyAiTargetManager - START
2021-06-05 14:59:49.491 - Thread:  20 ->        MyAiTargetManager - END
2021-06-05 14:59:49.491 - Thread:  20 ->        MyClientDebugCommands - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyClientDebugCommands - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyDedicatedServer - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyDedicatedServer - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyDedicatedServerBase - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyDedicatedServerBase - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerBase - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerBase - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerClient - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerClient - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerClientBase - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerClientBase - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerLobby - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerLobby - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerLobbyClient - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerLobbyClient - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerServerBase - START
2021-06-05 14:59:49.492 - Thread:  20 ->        MyMultiplayerServerBase - END
2021-06-05 14:59:49.492 - Thread:  20 ->        MyServerDebugCommands - START
2021-06-05 14:59:49.493 - Thread:  20 ->        MyServerDebugCommands - END
2021-06-05 14:59:49.493 - Thread:  20 ->        MyAIActionsParser - START
2021-06-05 14:59:49.494 - Thread:  20 ->        MyAIActionsParser - END
2021-06-05 14:59:49.494 - Thread:  20 ->        MyCubeGridDefinitions - START
2021-06-05 14:59:49.553 - Thread:  20 ->        MyCubeGridDefinitions - END
2021-06-05 14:59:49.553 - Thread:  20 ->        MyDefinitionManager - START
2021-06-05 14:59:49.569 - Thread:  20 ->        MyDefinitionManager - END
2021-06-05 14:59:49.570 - Thread:  20 ->     Preallocate - END
2021-06-05 14:59:49.574 - Thread:  20 ->     Bind IP : 0.0.0.0:27016
2021-06-05 14:59:53.698 - Thread:  20 ->     Networking service: Steam
2021-06-05 14:59:53.698 - Thread:  20 ->     Server successfully started
2021-06-05 14:59:53.700 - Thread:  20 ->     Product name: Space Engineers
2021-06-05 14:59:53.701 - Thread:  20 ->     Desc: Space Engineers
2021-06-05 14:59:53.702 - Thread:  20 ->     Public IP: 82.17.144.19
2021-06-05 14:59:53.704 - Thread:  20 ->     User ID: [009...142]
2021-06-05 14:59:53.707 - Thread:  20 ->     Server connected to Steam
2021-06-05 14:59:53.814 - Thread:  20 ->     MyCampaignManager.Constructor() - START
2021-06-05 14:59:54.074 - Thread:  20 ->     MyCampaignManager.Constructor() - END
2021-06-05 14:59:54.074 - Thread:  20 ->  MySandboxGame.Constructor() - END
2021-06-05 14:59:54.074 - Thread:  20 ->  Server Name: spacies-theReReckoning
2021-06-05 14:59:54.074 - Thread:  20 ->  World Name: woops-we-did-it-again
2021-06-05 14:59:54.101 - Thread:  20 ->  MySandboxGame.Initialize() - START
2021-06-05 14:59:54.101 - Thread:  20 ->     Installed DLCs: 
2021-06-05 14:59:54.102 - Thread:  24 ->  Remote Server Listener started. Listening on port 8080
2021-06-05 14:59:54.118 - Thread:  20 ->     MyGuiGameControlsHelpers()
2021-06-05 14:59:54.156 - Thread:  20 ->     Havok: Physics.Init
2021-06-05 14:59:54.421 - Thread:  20 ->     Havok: Version: Release(0), 1800, [S}
2021-06-05 14:59:54.423 - Thread:  20 ->     HkGameName: SpaceEngineers
2021-06-05 14:59:54.436 - Thread:  20 ->     MySandboxGame.LoadData() - START
2021-06-05 14:59:54.437 - Thread:  20 ->        MyDefinitionManager.LoadScenarios() - START
2021-06-05 14:59:54.440 - Thread:  20 ->           e81c71c392ad854db386c9d131f9142aff57e7fd
2021-06-05 14:59:54.722 - Thread:  20 ->           Loading scenarios
2021-06-05 14:59:54.762 - Thread:  20 ->        MyDefinitionManager.LoadScenarios() - END
2021-06-05 14:59:54.763 - Thread:  20 ->        MyDefinitionManager.PreloadDefinitions() - START
2021-06-05 14:59:54.870 - Thread:  20 ->           Loading OffensiveWords definitions
2021-06-05 14:59:54.870 - Thread:  20 ->           WARNING: Unexpected behaviour may occur due to redefinition of 'Offensive Words'
2021-06-05 14:59:54.873 - Thread:  20 ->        MyDefinitionManager.PreloadDefinitions() - END
2021-06-05 14:59:54.887 - Thread:  10 ->  MySandboxGame.PerformPreload() - START
2021-06-05 14:59:54.889 - Thread:  10 ->  MyDefinitionManager.GetSessionPreloadDefinitions() - START
2021-06-05 14:59:54.891 - Thread:  20 ->     MySandboxGame.LoadData() - END
2021-06-05 14:59:54.900 - Thread:  10 ->  MyDefinitionManager.GetSessionPreloadDefinitions() - END
2021-06-05 14:59:54.900 - Thread:  10 ->  MySandboxGame.PerformPreload() - PRELOAD VANILLA SOUNDS AND VOXELS
2021-06-05 14:59:54.902 - Thread:  10 ->  ReloadVoxelMaterials
2021-06-05 14:59:54.961 - Thread:  10 ->  MyDefinitionManager.GetSessionPreloadDefinitions() - START
2021-06-05 14:59:57.733 - Thread:  20 ->     Loading Sandbox world configuration file C:\ProgramData\SpaceEngineersDedicated\spacies-3-weewooweeewee\Saves\woops-we-did-it-again\Sandbox_config.sbc
2021-06-05 14:59:57.743 - Thread:  20 ->     Sandbox world configuration file found, overriding checkpoint settings.
2021-06-05 14:59:57.744 - Thread:  20 ->     Server PolicyResponse (1)
2021-06-05 14:59:57.745 - Thread:   9 ->  Downloading world mods - START
2021-06-05 14:59:57.847 - Thread:  10 ->  MyDefinitionManager.GetSessionPreloadDefinitions() - END
2021-06-05 14:59:57.847 - Thread:  10 ->  MySandboxGame.PerformPreload() - END VANILLA SOUNDS AND VOXELS
2021-06-05 14:59:57.847 - Thread:  10 ->  MySandboxGame.PerformPreload() - END
2021-06-05 14:59:58.096 - Thread:  22 ->  Mod dependencies query successful
2021-06-05 14:59:58.100 - Thread:   9 ->     MyWorkshop.GetItemsBlocking: getting 5 items
2021-06-05 14:59:58.376 - Thread:  22 ->  Mod query successful
2021-06-05 14:59:58.381 - Thread:   9 ->     Up to date mod: Id = 635163592, title = 'Maglev Rail'
2021-06-05 14:59:58.382 - Thread:   9 ->     Up to date mod: Id = 626156203, title = 'Midspace's Small Ship Speed 800 mod'
2021-06-05 14:59:58.387 - Thread:   9 ->     Up to date mod: Id = 618178461, title = '(DX11)Advanced Wheels'
2021-06-05 14:59:58.390 - Thread:   9 ->     Up to date mod: Id = 577079238, title = '"Skyblade" Helicopter & Plane Propellers'
2021-06-05 14:59:58.393 - Thread:   9 ->     Up to date mod: Id = 570767599, title = 'Midspace's Large Ship Speed 1000 mod'
2021-06-05 14:59:58.397 - Thread:   9 ->     Mod download time: 0.02 seconds
2021-06-05 14:59:58.400 - Thread:   9 ->  Downloading world mods - END
2021-06-05 14:59:58.407 - Thread:  20 ->     Loading session: C:\ProgramData\SpaceEngineersDedicated\spacies-3-weewooweeewee\Saves\woops-we-did-it-again
2021-06-05 14:59:58.469 - Thread:  20 ->     GC Memory: 66,345,376 B
2021-06-05 14:59:58.476 - Thread:  20 ->     Process Memory: 280,801,280 B
2021-06-05 14:59:58.478 - Thread:  20 ->     Experimental mode: Yes
2021-06-05 14:59:58.478 - Thread:  20 ->     Experimental mode reason: ExperimentalMode, EnableIngameScripts, Mods
2021-06-05 14:59:58.479 - Thread:  20 ->     Console compatibility: No
2021-06-05 15:00:00.116 - Thread:  20 ->     MyScriptManager.LoadData() - START
2021-06-05 15:00:01.312 - Thread:  20 ->        mod_notice: Maglev Rail
2021-06-05 15:00:01.312 - Thread:  20 ->          in file: 
2021-06-05 15:00:01.312 - Thread:  20 ->          Possible entity type script logic collision
2021-06-05 15:00:01.339 - Thread:  20 ->        Script loaded: 635163592.sbm_MagRail, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
2021-06-05 15:00:01.340 - Thread:  20 ->        Script loaded: 626156203.sbm_midspace.speed.Small800, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
2021-06-05 15:00:01.340 - Thread:  20 ->        Script loaded: 570767599.sbm_midspace.speed.Large1000, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
2021-06-05 15:00:01.348 - Thread:  20 ->     MyScriptManager.LoadData() - END
2021-06-05 15:00:01.352 - Thread:  20 ->     MyDefinitionManager.LoadData() - START
2021-06-05 15:00:01.354 - Thread:  20 ->     MyDefinitionManager.LoadScenarios() - START
2021-06-05 15:00:01.354 - Thread:  20 ->        e81c71c392ad854db386c9d131f9142aff57e7fd
2021-06-05 15:00:01.502 - Thread:  20 ->        Loading scenarios
2021-06-05 15:00:01.502 - Thread:  20 ->     MyDefinitionManager.LoadScenarios() - END
2021-06-05 15:00:01.502 - Thread:  20 ->        List of used mods (5) - START
2021-06-05 15:00:01.502 - Thread:  20 ->           Id = Steam:618178461, Filename = '618178461.sbm', Name = '(DX11)Advanced Wheels'
2021-06-05 15:00:01.502 - Thread:  20 ->           Id = Steam:635163592, Filename = '635163592.sbm', Name = 'Maglev Rail'
2021-06-05 15:00:01.502 - Thread:  20 ->           Id = Steam:577079238, Filename = '577079238.sbm', Name = '"Skyblade" Helicopter & Plane Propellers'
2021-06-05 15:00:01.502 - Thread:  20 ->           Id = Steam:626156203, Filename = '626156203.sbm', Name = 'Midspace's Small Ship Speed 800 mod'
2021-06-05 15:00:01.502 - Thread:  20 ->           Id = Steam:570767599, Filename = '570767599.sbm', Name = 'Midspace's Large Ship Speed 1000 mod'
2021-06-05 15:00:01.502 - Thread:  20 ->        List of used mods - END
2021-06-05 15:00:01.617 - Thread:  20 ->        Loading behaviors
2021-06-05 15:00:01.617 - Thread:  20 ->        Loading ammo magazines
2021-06-05 15:00:01.620 - Thread:  20 ->        Loading ammo definitions
2021-06-05 15:00:01.622 - Thread:  20 ->        Loading animations
2021-06-05 15:00:01.624 - Thread:  20 ->        Loading animations
2021-06-05 15:00:01.626 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading sound definitions
2021-06-05 15:00:01.627 - Thread:  20 ->        Loading category classes
2021-06-05 15:00:01.628 - Thread:  20 ->        Loading category classes
2021-06-05 15:00:01.628 - Thread:  20 ->        Loading blueprint classes
2021-06-05 15:00:01.629 - Thread:  20 ->        Loading blueprint class entries
2021-06-05 15:00:01.629 - Thread:  20 ->        Loading blueprint class entries
2021-06-05 15:00:01.629 - Thread:  20 ->        Loading blueprints
2021-06-05 15:00:01.631 - Thread:  20 ->        Loading blueprints
2021-06-05 15:00:01.631 - Thread:  20 ->        Loading agent definitions
2021-06-05 15:00:01.633 - Thread:  20 ->        Loading character definitions
2021-06-05 15:00:01.644 - Thread:  20 ->        Loading character definitions
2021-06-05 15:00:01.644 - Thread:  20 ->        Loading components
2021-06-05 15:00:01.645 - Thread:  20 ->        Loading components
2021-06-05 15:00:01.645 - Thread:  20 ->        Loading configuration
2021-06-05 15:00:01.646 - Thread:  20 ->        Loading container types
